content_rating,at,at_imsdb,brought,brought_to,by,by_the,database,database_wwwimsdbcom,hollands,hollands_opus,imsdb,imsdb_this,internet,internet_movie,movie,movie_script,mr,mr_hollands,opus,opus_script,script,script_at,script_database,script_was,the,the_internet,this,this_script,to,to_you,was,was_brought,wwwimsdbcom,you,you_by
PG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1
