content_rating,at,at_imsdb,barbershop,barbershop_script,brought,brought_to,by,by_the,database,database_wwwimsdbcom,imsdb,imsdb_this,internet,internet_movie,movie,movie_script,posters,script,script_at,script_database,script_was,the,the_internet,this,this_script,to,to_you,was,was_brought,wwwimsdbcom,wwwimsdbcom_posters,you,you_by
PG-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
