content_rating,at,at_imsdb,brought,brought_to,by,by_the,database,database_wwwimsdbcom,imsdb,imsdb_this,internet,internet_movie,king,king_the,lion,lion_king,movie,movie_script,posters,script,script_at,script_database,script_was,the,the_internet,the_script,this,this_script,to,to_you,was,was_brought,wwwimsdbcom,wwwimsdbcom_posters,you,you_by
G,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1
